,n_iter,root,precision
0,1.0,1.1241387806686138,0.12413878066861384
1,2.0,1.1241230297045612,1.5750964052596572e-05
2,3.0,1.1241230297043152,2.460254222569347e-13
3,4.0,1.1241230297043154,2.220446049250313e-16
4,5.0,1.1241230297043154,0.0
